Date,AAPL,MSFT,GOOG,SPY
2017-06-29,143.09938165491,67.784040499267,917.79,235.85218811035156
2017-06-30,143.43800769724,68.219505206811,908.73,236.29193115234375
2017-07-03,142.92010904426,67.467338893781,898.7,236.69259643554688
2017-07-05,143.5077248236,68.367959084383,911.94,237.23983764648438
2017-07-06,142.15322065427,67.863215900639,906.69,235.07040405273438
2017-07-07,143.59736112893,68.744042240898,918.59,236.59486389160156
2017-07-10,144.47380500321,69.258682349814,928.8,236.84893798828125
2017-07-11,144.94190570879,69.268579274985,930.09,236.6730499267578
2017-07-12,145.15105708788,70.416622594873,943.83,238.45156860351562
2017-07-13,147.17285375241,71.030231955503,947.16,238.8522491455078
2017-07-14,148.43772161642,72.02982139782,955.99,239.96627807617188
2017-07-17,148.9556202694,72.593946132593,953.42,239.9369659423828
2017-07-18,149.47351892239,72.544461506735,965.4,240.0640106201172
2017-07-19,150.40972033355,73.098689316337,970.89,241.3637237548828
2017-07-20,149.73246824888,73.474772472852,968.15,241.47119140625
2017-07-21,149.66275112251,73.029410840136,972.92,241.2562255859375
2017-07-24,151.47539640795,72.841369261879,980.34,241.19757080078125
2017-07-25,152.12276972418,73.425287846995,950.7,241.78392028808594
2017-07-26,152.83986016677,73.286730894594,947.8,241.79367065429688
2017-07-27,149.95157921745,72.405904554335,934.09,241.5689239501953
2017-07-28,148.89586273252,72.287141452278,941.53,241.2855224609375
2017-07-31,148.24848941629,71.970439846791,930.5,241.1487274169922
2017-08-01,149.44364015394,71.831882894391,930.83,241.6862030029297
2017-08-02,156.50498909557,71.515181288904,930.39,241.803466796875
2017-08-03,154.94133354715,71.406315112019,923.65,241.3343963623047
2017-08-04,155.75801988454,71.930852146105,927.96,241.77415466308594
2017-08-07,,71.653738241305,929.36,242.22366333007812
2017-08-08,159.43310840282,72.039718322991,926.79,241.62754821777344
2017-08-09,160.40914817191,71.723016717505,922.9,241.61778259277344
2017-08-10,155.27,70.673942649331,907.24,238.20729064941406
2017-08-11,157.48,71.752707493019,914.39,238.55906677246094
2017-08-14,159.85,72.831472336707,922.67,240.92393493652344
2017-08-15,161.6,72.85126618705,922.22,240.89463806152344
2017-08-16,160.95,73.279100719424,926.96,241.31483459472656
2017-08-17,157.87,72.035395683453,910.98,237.55255126953125
2017-08-18,157.5,72.124942446043,910.67,237.18121337890625
2017-08-21,157.21,71.786654676259,906.66,237.3668670654297
2017-08-22,159.78,72.791568345324,924.69,239.84901428222656
2017-08-23,159.98,72.353784172662,927.0,238.9890594482422
2017-08-24,159.27,72.323935251799,921.28,238.4320526123047
2017-08-25,159.86,72.45328057554,915.89,238.9890594482422
2017-08-28,161.47,72.463230215827,913.81,238.9988555908203
2017-08-29,162.91,72.682122302158,921.29,239.27247619628906
